# Generated from HBM 1.7.10 world/dungeon Java sources by tools/extract_legacy_direct_worldgen.py
# kind, x, y, z, value, meta/count
# source Barrel.java
B	1	-1	0	reinhardtshbm:reinforced_brick	0
B	2	-1	0	reinhardtshbm:reinforced_brick	0
B	3	-1	0	reinhardtshbm:reinforced_brick	0
B	0	-1	1	reinhardtshbm:reinforced_brick	0
B	1	-1	1	reinhardtshbm:reinforced_brick	0
B	2	-1	1	reinhardtshbm:reinforced_brick	0
B	3	-1	1	reinhardtshbm:reinforced_brick	0
B	4	-1	1	reinhardtshbm:reinforced_brick	0
B	0	-1	2	reinhardtshbm:reinforced_brick	0
B	1	-1	2	reinhardtshbm:reinforced_brick	0
B	2	-1	2	reinhardtshbm:reinforced_brick	0
B	3	-1	2	reinhardtshbm:reinforced_brick	0
B	4	-1	2	reinhardtshbm:reinforced_brick	0
B	0	-1	3	reinhardtshbm:reinforced_brick	0
B	1	-1	3	reinhardtshbm:reinforced_brick	0
B	2	-1	3	reinhardtshbm:reinforced_brick	0
B	3	-1	3	reinhardtshbm:reinforced_brick	0
B	4	-1	3	reinhardtshbm:reinforced_brick	0
B	1	-1	4	reinhardtshbm:reinforced_brick	0
B	2	-1	4	reinhardtshbm:reinforced_brick	0
B	3	-1	4	reinhardtshbm:reinforced_brick	0
B	1	-1	5	reinhardtshbm:reinforced_brick	0
B	2	-1	5	reinhardtshbm:reinforced_brick	0
B	3	-1	5	reinhardtshbm:reinforced_brick	0
B	1	-1	6	reinhardtshbm:reinforced_brick	0
B	2	-1	6	reinhardtshbm:reinforced_brick	0
B	3	-1	6	reinhardtshbm:reinforced_brick	0
B	1	0	0	reinhardtshbm:sellafield_slaked	0
S	2	0	0	random_concrete	0
B	3	0	0	reinhardtshbm:sellafield_slaked	0
S	0	0	1	random_concrete	0
B	1	0	1	reinhardtshbm:sellafield	3
B	2	0	1	reinhardtshbm:sellafield	4
B	3	0	1	reinhardtshbm:sellafield	3
S	4	0	1	random_concrete	0
S	0	0	2	random_concrete	0
B	1	0	2	reinhardtshbm:sellafield	4
B	2	0	2	reinhardtshbm:sellafield	5
B	3	0	2	reinhardtshbm:sellafield	4
B	4	0	2	reinhardtshbm:sellafield_slaked	0
B	0	0	3	reinhardtshbm:sellafield_slaked	0
B	1	0	3	reinhardtshbm:sellafield	4
B	2	0	3	reinhardtshbm:sellafield	3
B	3	0	3	reinhardtshbm:sellafield	4
B	4	0	3	reinhardtshbm:sellafield_slaked	0
B	1	0	4	reinhardtshbm:sellafield_slaked	0
S	2	0	4	random_concrete	0
S	3	0	4	random_concrete	0
B	1	1	0	reinhardtshbm:sellafield_slaked	0
S	2	1	0	random_concrete	0
B	3	1	0	reinhardtshbm:sellafield_slaked	0
S	0	1	1	random_concrete	0
B	1	1	1	reinhardtshbm:sellafield	2
B	2	1	1	reinhardtshbm:sellafield	3
B	3	1	1	reinhardtshbm:sellafield	3
B	4	1	1	reinhardtshbm:sellafield_slaked	0
S	0	1	2	random_concrete	0
B	1	1	2	reinhardtshbm:sellafield	3
B	2	1	2	reinhardtshbm:crate_steel	0
B	3	1	2	reinhardtshbm:sellafield	3
S	4	1	2	random_concrete	0
S	0	1	3	random_concrete	0
B	1	1	3	reinhardtshbm:sellafield	3
B	2	1	3	reinhardtshbm:sellafield	2
B	3	1	3	reinhardtshbm:sellafield	3
B	4	1	3	reinhardtshbm:sellafield_slaked	0
B	1	1	4	reinhardtshbm:sellafield_slaked	0
S	2	1	4	random_concrete	0
S	3	1	4	random_concrete	0
S	1	2	0	random_concrete	0
B	2	2	0	reinhardtshbm:sellafield_slaked	0
S	3	2	0	random_concrete	0
B	0	2	1	reinhardtshbm:sellafield_slaked	0
B	1	2	1	reinhardtshbm:sellafield	1
B	2	2	1	reinhardtshbm:sellafield	2
B	3	2	1	reinhardtshbm:sellafield	2
S	4	2	1	random_concrete	0
S	0	2	2	random_concrete	0
B	1	2	2	reinhardtshbm:sellafield	2
B	2	2	2	reinhardtshbm:sellafield	4
B	3	2	2	reinhardtshbm:sellafield	2
S	4	2	2	random_concrete	0
S	0	2	3	random_concrete	0
B	1	2	3	reinhardtshbm:sellafield	2
B	2	2	3	reinhardtshbm:sellafield	1
B	3	2	3	reinhardtshbm:sellafield	2
S	4	2	3	random_concrete	0
S	1	2	4	random_concrete	0
S	2	2	4	random_concrete	0
S	3	2	4	random_concrete	0
S	1	3	0	random_concrete	0
S	2	3	0	random_concrete	0
S	3	3	0	random_concrete	0
S	0	3	1	random_concrete	0
B	1	3	1	reinhardtshbm:sellafield	1
B	2	3	1	reinhardtshbm:sellafield	1
B	3	3	1	reinhardtshbm:sellafield	1
B	4	3	1	reinhardtshbm:sellafield_slaked	0
S	0	3	2	random_concrete	0
B	1	3	2	reinhardtshbm:sellafield	1
B	2	3	2	reinhardtshbm:sellafield	3
B	3	3	2	reinhardtshbm:sellafield	1
S	4	3	2	random_concrete	0
B	0	3	3	reinhardtshbm:sellafield_slaked	0
B	1	3	3	reinhardtshbm:sellafield	1
B	2	3	3	reinhardtshbm:sellafield	0
B	3	3	3	reinhardtshbm:sellafield	1
S	4	3	3	random_concrete	0
S	1	3	4	random_concrete	0
S	2	3	4	random_concrete	0
S	3	3	4	random_concrete	0
S	1	4	0	random_concrete	0
S	2	4	0	random_concrete	0
S	3	4	0	random_concrete	0
S	0	4	1	random_concrete	0
B	1	4	1	reinhardtshbm:sellafield	0
B	2	4	1	reinhardtshbm:sellafield	1
B	3	4	1	reinhardtshbm:sellafield	0
S	4	4	1	random_concrete	0
S	0	4	2	random_concrete	0
B	1	4	2	reinhardtshbm:sellafield	0
B	2	4	2	reinhardtshbm:sellafield	2
B	3	4	2	reinhardtshbm:sellafield	1
B	4	4	2	reinhardtshbm:sellafield_slaked	0
S	0	4	3	random_concrete	0
B	1	4	3	reinhardtshbm:sellafield	1
B	2	4	3	reinhardtshbm:sellafield	0
B	3	4	3	reinhardtshbm:sellafield	0
B	4	4	3	reinhardtshbm:sellafield_slaked	0
S	1	4	4	random_concrete	0
S	2	4	4	random_concrete	0
B	3	4	4	reinhardtshbm:sellafield_slaked	0
S	1	5	0	random_concrete	0
S	2	5	0	random_concrete	0
S	3	5	0	random_concrete	0
S	0	5	1	random_concrete	0
B	1	5	1	reinhardtshbm:sellafield	0
B	2	5	1	reinhardtshbm:sellafield	0
B	3	5	1	reinhardtshbm:sellafield	0
B	4	5	1	reinhardtshbm:sellafield_slaked	0
S	0	5	2	random_concrete	0
B	1	5	2	reinhardtshbm:toxic_block	0
B	2	5	2	reinhardtshbm:sellafield	1
B	3	5	2	reinhardtshbm:toxic_block	0
B	4	5	2	minecraft:air	0
S	0	5	3	random_concrete	0
B	1	5	3	reinhardtshbm:sellafield	0
B	2	5	3	reinhardtshbm:sellafield	0
