# Generated from HBM 1.7.10 world/dungeon Java sources by tools/extract_legacy_direct_worldgen.py
# kind, x, y, z, value, meta/count
# source LibraryDungeon.java
B	0	0	0	minecraft:stonebrick	3
S	1	0	0	library_brick	0
S	2	0	0	library_brick	0
S	3	0	0	library_brick	0
S	4	0	0	library_brick	0
S	5	0	0	library_brick	0
S	6	0	0	library_brick	0
S	7	0	0	library_brick	0
B	8	0	0	minecraft:stonebrick	3
S	0	0	1	library_brick	0
S	1	0	1	library_brick	0
S	2	0	1	library_brick	0
S	3	0	1	library_brick	0
S	4	0	1	library_brick	0
S	5	0	1	library_brick	0
S	6	0	1	library_brick	0
S	7	0	1	library_brick	0
S	8	0	1	library_brick	0
S	0	0	2	library_brick	0
S	1	0	2	library_brick	0
S	2	0	2	library_brick	0
S	3	0	2	library_brick	0
S	4	0	2	library_brick	0
S	5	0	2	library_brick	0
S	6	0	2	library_brick	0
S	7	0	2	library_brick	0
S	8	0	2	library_brick	0
S	0	0	3	library_brick	0
S	1	0	3	library_brick	0
S	2	0	3	library_brick	0
S	3	0	3	library_brick	0
S	4	0	3	library_brick	0
S	5	0	3	library_brick	0
S	6	0	3	library_brick	0
S	7	0	3	library_brick	0
S	8	0	3	library_brick	0
S	0	0	4	library_brick	0
S	1	0	4	library_brick	0
S	2	0	4	library_brick	0
S	3	0	4	library_brick	0
S	4	0	4	library_brick	0
S	5	0	4	library_brick	0
S	6	0	4	library_brick	0
S	7	0	4	library_brick	0
S	8	0	4	library_brick	0
S	0	0	5	library_brick	0
S	1	0	5	library_brick	0
S	2	0	5	library_brick	0
S	3	0	5	library_brick	0
S	4	0	5	library_brick	0
S	5	0	5	library_brick	0
S	6	0	5	library_brick	0
S	7	0	5	library_brick	0
S	8	0	5	library_brick	0
S	0	0	6	library_brick	0
S	1	0	6	library_brick	0
S	2	0	6	library_brick	0
S	3	0	6	library_brick	0
S	4	0	6	library_brick	0
S	5	0	6	library_brick	0
S	6	0	6	library_brick	0
S	7	0	6	library_brick	0
S	8	0	6	library_brick	0
S	0	0	7	library_brick	0
S	1	0	7	library_brick	0
S	2	0	7	library_brick	0
S	3	0	7	library_brick	0
S	4	0	7	library_brick	0
S	5	0	7	library_brick	0
S	6	0	7	library_brick	0
S	7	0	7	library_brick	0
S	8	0	7	library_brick	0
S	0	0	8	library_brick	0
S	1	0	8	library_brick	0
S	2	0	8	library_brick	0
S	3	0	8	library_brick	0
S	4	0	8	library_brick	0
S	5	0	8	library_brick	0
S	6	0	8	library_brick	0
S	7	0	8	library_brick	0
S	8	0	8	library_brick	0
S	0	0	9	library_brick	0
S	1	0	9	library_brick	0
S	2	0	9	library_brick	0
S	3	0	9	library_brick	0
S	4	0	9	library_brick	0
S	5	0	9	library_brick	0
S	6	0	9	library_brick	0
S	7	0	9	library_brick	0
S	8	0	9	library_brick	0
B	0	0	10	minecraft:stonebrick	3
S	1	0	10	library_brick	0
S	2	0	10	library_brick	0
S	3	0	10	library_brick	0
S	4	0	10	library_brick	0
S	5	0	10	library_brick	0
S	6	0	10	library_brick	0
S	7	0	10	library_brick	0
B	8	0	10	minecraft:stonebrick	3
B	0	1	0	minecraft:stonebrick	3
S	1	1	0	library_brick	0
S	2	1	0	library_brick	0
S	3	1	0	library_brick	0
S	4	1	0	library_brick	0
S	5	1	0	library_brick	0
S	6	1	0	library_brick	0
S	7	1	0	library_brick	0
B	8	1	0	minecraft:stonebrick	3
S	0	1	1	library_brick	0
S	1	1	1	library_shelf	0
B	2	1	1	minecraft:air	0
B	3	1	1	minecraft:air	0
B	4	1	1	minecraft:air	0
B	5	1	1	minecraft:air	0
B	6	1	1	minecraft:air	0
B	7	1	1	minecraft:air	0
S	8	1	1	library_brick	0
S	0	1	2	library_brick	0
S	1	1	2	library_shelf	0
B	2	1	2	minecraft:air	0
B	3	1	2	minecraft:air	0
B	4	1	2	minecraft:air	0
B	5	1	2	minecraft:air	0
B	6	1	2	minecraft:spawner	0
B	7	1	2	minecraft:air	0
S	8	1	2	library_brick	0
S	0	1	3	library_brick	0
S	1	1	3	library_shelf	0
B	2	1	3	minecraft:air	0
B	3	1	3	minecraft:air	0
B	4	1	3	minecraft:oak_fence	0
B	5	1	3	minecraft:air	0
B	6	1	3	minecraft:air	0
B	7	1	3	minecraft:air	0
S	8	1	3	library_brick	0
S	0	1	4	library_brick	0
S	1	1	4	library_shelf	0
B	2	1	4	minecraft:air	0
B	3	1	4	minecraft:air	0
B	4	1	4	minecraft:air	0
