# Generated from HBM 1.7.10 world/dungeon Java sources by tools/extract_legacy_direct_worldgen.py
# kind, x, y, z, value, meta/count
# source DesertAtom001.java
S	6	-5	9	random_concrete	0
S	7	-5	9	random_concrete	0
S	8	-5	9	random_concrete	0
S	9	-5	9	random_concrete	0
S	10	-5	9	random_concrete	0
S	5	-5	10	random_concrete	0
S	6	-5	10	random_concrete	0
S	7	-5	10	random_concrete	0
S	8	-5	10	random_concrete	0
S	9	-5	10	random_concrete	0
S	10	-5	10	random_concrete	0
S	11	-5	10	random_concrete	0
S	5	-5	11	random_concrete	0
S	6	-5	11	random_concrete	0
S	7	-5	11	random_concrete	0
S	8	-5	11	random_concrete	0
S	9	-5	11	random_concrete	0
S	10	-5	11	random_concrete	0
S	11	-5	11	random_concrete	0
S	5	-5	12	random_concrete	0
S	6	-5	12	random_concrete	0
S	7	-5	12	random_concrete	0
S	8	-5	12	random_concrete	0
S	9	-5	12	random_concrete	0
S	10	-5	12	random_concrete	0
S	11	-5	12	random_concrete	0
S	5	-5	13	random_concrete	0
S	6	-5	13	random_concrete	0
S	7	-5	13	random_concrete	0
S	8	-5	13	random_concrete	0
S	9	-5	13	random_concrete	0
S	10	-5	13	random_concrete	0
S	11	-5	13	random_concrete	0
S	5	-5	14	random_concrete	0
S	6	-5	14	random_concrete	0
S	7	-5	14	random_concrete	0
S	8	-5	14	random_concrete	0
S	9	-5	14	random_concrete	0
S	10	-5	14	random_concrete	0
S	11	-5	14	random_concrete	0
S	6	-5	15	random_concrete	0
S	7	-5	15	random_concrete	0
S	8	-5	15	random_concrete	0
S	9	-5	15	random_concrete	0
S	10	-5	15	random_concrete	0
S	7	-5	16	random_concrete	0
S	8	-5	16	random_concrete	0
S	9	-5	16	random_concrete	0
S	7	-5	17	random_concrete	0
S	8	-5	17	random_concrete	0
S	9	-5	17	random_concrete	0
S	7	-5	18	random_concrete	0
S	8	-5	18	random_concrete	0
S	9	-5	18	random_concrete	0
S	7	-5	19	random_concrete	0
S	8	-5	19	random_concrete	0
S	9	-5	19	random_concrete	0
S	7	-5	20	random_concrete	0
S	8	-5	20	random_concrete	0
S	9	-5	20	random_concrete	0
S	7	-5	21	random_concrete	0
S	8	-5	21	random_concrete	0
S	9	-5	21	random_concrete	0
S	6	-4	9	random_concrete	0
S	7	-4	9	random_concrete	0
S	8	-4	9	random_concrete	0
S	9	-4	9	random_concrete	0
S	10	-4	9	random_concrete	0
S	5	-4	10	random_concrete	0
S	6	-4	10	random_concrete	0
B	7	-4	10	reinhardtshbm:yellow_barrel	0
B	8	-4	10	reinhardtshbm:yellow_barrel	0
B	9	-4	10	reinhardtshbm:yellow_barrel	0
S	10	-4	10	random_concrete	0
S	11	-4	10	random_concrete	0
S	5	-4	11	random_concrete	0
