# Generated from HBM 1.7.10 world/dungeon Java sources by tools/extract_legacy_direct_worldgen.py
# kind, x, y, z, value, meta/count
# source Spaceship.java
B	2	-3	10	minecraft:air	0
B	2	-3	11	minecraft:air	0
B	11	-3	11	minecraft:air	0
B	2	-3	12	minecraft:air	0
B	11	-3	12	minecraft:air	0
B	2	-3	13	minecraft:air	0
B	11	-3	13	minecraft:air	0
B	2	-3	14	minecraft:air	0
B	11	-3	14	minecraft:air	0
B	2	-3	15	minecraft:air	0
B	11	-3	15	minecraft:air	0
B	2	-3	16	minecraft:air	0
B	11	-3	16	minecraft:air	0
B	2	-3	17	minecraft:air	0
B	10	-3	17	minecraft:air	0
B	11	-3	17	minecraft:air	0
B	2	-3	18	reinhardtshbm:deco_tungsten	0
B	3	-3	18	minecraft:air	0
B	10	-3	18	minecraft:air	0
B	11	-3	18	reinhardtshbm:deco_tungsten	0
B	2	-3	19	reinhardtshbm:deco_red_copper	0
B	3	-3	19	minecraft:air	0
B	4	-3	19	minecraft:air	0
B	6	-3	19	minecraft:air	0
B	7	-3	19	minecraft:air	0
B	9	-3	19	minecraft:air	0
B	10	-3	19	minecraft:air	0
B	11	-3	19	reinhardtshbm:deco_red_copper	0
B	2	-3	20	reinhardtshbm:deco_steel	0
B	3	-3	20	minecraft:air	0
B	4	-3	20	minecraft:air	0
B	5	-3	20	minecraft:air	0
B	6	-3	20	minecraft:air	0
B	7	-3	20	minecraft:air	0
B	8	-3	20	minecraft:air	0
B	9	-3	20	minecraft:air	0
B	10	-3	20	minecraft:air	0
B	11	-3	20	reinhardtshbm:deco_steel	0
B	2	-3	21	reinhardtshbm:deco_steel	0
B	3	-3	21	minecraft:air	0
B	4	-3	21	minecraft:air	0
B	5	-3	21	minecraft:air	0
B	6	-3	21	minecraft:air	0
B	7	-3	21	minecraft:air	0
B	8	-3	21	minecraft:air	0
B	9	-3	21	minecraft:air	0
B	10	-3	21	minecraft:air	0
B	11	-3	21	reinhardtshbm:deco_steel	0
B	2	-3	22	reinhardtshbm:deco_red_copper	0
B	3	-3	22	minecraft:air	0
B	4	-3	22	minecraft:air	0
B	5	-3	22	minecraft:air	0
B	6	-3	22	minecraft:air	0
B	7	-3	22	minecraft:air	0
B	8	-3	22	minecraft:air	0
B	9	-3	22	minecraft:air	0
B	10	-3	22	minecraft:air	0
B	11	-3	22	reinhardtshbm:deco_red_copper	0
B	2	-3	23	reinhardtshbm:deco_steel	0
B	3	-3	23	minecraft:air	0
B	4	-3	23	minecraft:air	0
B	5	-3	23	minecraft:air	0
B	6	-3	23	reinhardtshbm:deco_steel	0
B	7	-3	23	reinhardtshbm:deco_steel	0
B	8	-3	23	minecraft:air	0
B	9	-3	23	minecraft:air	0
B	10	-3	23	minecraft:air	0
B	11	-3	23	reinhardtshbm:deco_steel	0
B	2	-3	24	reinhardtshbm:deco_steel	0
B	3	-3	24	minecraft:air	0
B	4	-3	24	minecraft:air	0
B	5	-3	24	reinhardtshbm:deco_steel	0
B	6	-3	24	reinhardtshbm:deco_steel	0
B	7	-3	24	reinhardtshbm:deco_steel	0
B	8	-3	24	reinhardtshbm:deco_steel	0
B	9	-3	24	minecraft:air	0
B	10	-3	24	minecraft:air	0
B	11	-3	24	reinhardtshbm:deco_steel	0
B	2	-3	25	reinhardtshbm:deco_red_copper	0
B	3	-3	25	minecraft:air	0
B	4	-3	25	minecraft:air	0
B	5	-3	25	reinhardtshbm:deco_steel	0
B	6	-3	25	reinhardtshbm:deco_steel	0
B	7	-3	25	reinhardtshbm:deco_steel	0
